pasillo,columna,ubicacion
3.0,12.0,E1203F
3.0,12.0,E1203R
3.0,12.0,E1204F
3.0,12.0,E1204R
3.0,12.0,E1205F
3.0,12.0,E1205R
3.0,13.0,E1301F
3.0,13.0,E1301R
3.0,13.0,E1302F
3.0,13.0,E1302R
3.0,13.0,E1303F
3.0,13.0,E1303R
3.0,13.0,E1304F
3.0,13.0,E1304R
3.0,13.0,E1305F
3.0,13.0,E1305R
3.0,14.0,E1401F
3.0,14.0,E1401R
3.0,14.0,E1402F
3.0,14.0,E1402R
3.0,14.0,E1403F
3.0,14.0,E1403R
3.0,14.0,E1404F
3.0,14.0,E1404R
3.0,14.0,E1405F
3.0,14.0,E1405R
3.0,15.0,E1501F
3.0,15.0,E1501R
3.0,15.0,E1502F
3.0,15.0,E1502R
3.0,15.0,E1503F
3.0,15.0,E1503R
3.0,15.0,E1504F
3.0,15.0,E1504R
3.0,15.0,E1505F
3.0,15.0,E1505R
3.0,16.0,E1601F
3.0,16.0,E1601R
3.0,16.0,E1602F
3.0,16.0,E1602R
3.0,16.0,E1603F
3.0,16.0,E1603R
3.0,16.0,E1604F
3.0,16.0,E1604R
3.0,16.0,E1605F
3.0,16.0,E1605R
4.0,1.0,F0101R
4.0,1.0,F0102R
4.0,1.0,F0103R
4.0,1.0,F0104R
4.0,1.0,F0105R
4.0,2.0,F0201F
4.0,2.0,F0201R
4.0,2.0,F0202F
4.0,2.0,F0202R
4.0,2.0,F0203F
4.0,2.0,F0203R
4.0,2.0,F0204F
4.0,2.0,F0204R
4.0,2.0,F0205F
4.0,2.0,F0205R
4.0,3.0,F0301F
4.0,3.0,F0301R
4.0,3.0,F0302F
4.0,3.0,F0302R
4.0,3.0,F0303F
4.0,3.0,F0303R
4.0,3.0,F0304F
4.0,3.0,F0304R
4.0,3.0,F0305F
4.0,3.0,F0305R
4.0,4.0,F0401F
4.0,4.0,F0401R
4.0,4.0,F0402F
4.0,4.0,F0402R
4.0,4.0,F0403F
4.0,4.0,F0403R
4.0,4.0,F0404F
4.0,4.0,F0404R
4.0,4.0,F0405F
4.0,4.0,F0405R
4.0,5.0,F0501F
4.0,5.0,F0501R
4.0,5.0,F0502F
4.0,5.0,F0502R
4.0,5.0,F0503F
4.0,5.0,F0503R
4.0,5.0,F0504F
4.0,5.0,F0504R
4.0,5.0,F0505F
4.0,5.0,F0505R
4.0,6.0,F0601F
4.0,6.0,F0601R
4.0,6.0,F0602F
4.0,6.0,F0602R
4.0,6.0,F0603F
4.0,6.0,F0603R
4.0,6.0,F0604F
4.0,6.0,F0604R
4.0,6.0,F0605F
4.0,6.0,F0605R
4.0,7.0,F0701F
4.0,7.0,F0701R
4.0,7.0,F0702F
4.0,7.0,F0702R
4.0,7.0,F0703F
4.0,7.0,F0703R
4.0,7.0,F0704F
4.0,7.0,F0704R
4.0,7.0,F0705F
4.0,7.0,F0705R
4.0,8.0,F0801F
4.0,8.0,F0801R
4.0,8.0,F0802F
4.0,8.0,F0802R
4.0,8.0,F0803F
4.0,8.0,F0803R
4.0,8.0,F0804F
4.0,8.0,F0804R
4.0,8.0,F0805F
4.0,8.0,F0805R
4.0,9.0,F0901F
4.0,9.0,F0901R
4.0,9.0,F0902F
4.0,9.0,F0902R
4.0,9.0,F0903F
4.0,9.0,F0903R
4.0,9.0,F0904F
4.0,9.0,F0904R
4.0,9.0,F0905F
4.0,9.0,F0905R
4.0,10.0,F1001F
4.0,10.0,F1001R
4.0,10.0,F1002F
4.0,10.0,F1002R
4.0,10.0,F1003F
4.0,10.0,F1003R
4.0,10.0,F1004F
4.0,10.0,F1004R
4.0,10.0,F1005F
4.0,10.0,F1005R
4.0,11.0,F1101F
4.0,11.0,F1101R
4.0,11.0,F1102F
4.0,11.0,F1102R
4.0,11.0,F1103F
4.0,11.0,F1103R
4.0,11.0,F1104F
4.0,11.0,F1104R
4.0,11.0,F1105F
4.0,11.0,F1105R
4.0,12.0,F1201F
4.0,12.0,F1201R
4.0,12.0,F1202F
4.0,12.0,F1202R
4.0,12.0,F1203F
4.0,12.0,F1203R
4.0,12.0,F1204F
4.0,12.0,F1204R
4.0,12.0,F1205F
4.0,12.0,F1205R
4.0,13.0,F1301F
4.0,13.0,F1301R
4.0,13.0,F1302F
4.0,13.0,F1302R
4.0,13.0,F1303F
4.0,13.0,F1303R
4.0,13.0,F1304F
4.0,13.0,F1304R
4.0,13.0,F1305F
4.0,13.0,F1305R
4.0,14.0,F1401F
4.0,14.0,F1401R
4.0,14.0,F1402F
4.0,14.0,F1402R
4.0,14.0,F1403F
4.0,14.0,F1403R
4.0,14.0,F1404F
4.0,14.0,F1404R
4.0,14.0,F1405F
4.0,14.0,F1405R
4.0,15.0,F1501F
4.0,15.0,F1501R
4.0,15.0,F1502F
4.0,15.0,F1502R
4.0,15.0,F1503F
4.0,15.0,F1503R
4.0,15.0,F1504F
4.0,15.0,F1504R
4.0,15.0,F1505F
4.0,15.0,F1505R
4.0,16.0,F1601F
4.0,16.0,F1601R
4.0,16.0,F1602F
4.0,16.0,F1602R
4.0,16.0,F1603F
4.0,16.0,F1603R
4.0,16.0,F1604F
4.0,16.0,F1604R
4.0,16.0,F1605F
4.0,16.0,F1605R
4.0,17.0,F1701F
4.0,17.0,F1701R
4.0,17.0,F1702F
4.0,17.0,F1702R
4.0,17.0,F1703F
4.0,17.0,F1703R
4.0,17.0,F1704F
4.0,17.0,F1704R
4.0,17.0,F1705F
4.0,17.0,F1705R
4.0,1.0,G0101F
4.0,1.0,G0101R
4.0,1.0,G0102F
4.0,1.0,G0102R
4.0,1.0,G0103F
4.0,1.0,G0103R
4.0,1.0,G0104F
4.0,1.0,G0104R
4.0,1.0,G0105F
4.0,1.0,G0105R
4.0,2.0,G0201F
4.0,2.0,G0201R
4.0,2.0,G0202F
4.0,2.0,G0202R
4.0,2.0,G0203F
4.0,2.0,G0203R
4.0,2.0,G0204F
4.0,2.0,G0204R
4.0,2.0,G0205F
4.0,2.0,G0205R
4.0,3.0,G0301F
4.0,3.0,G0301R
4.0,3.0,G0302F
4.0,3.0,G0302R
4.0,3.0,G0303F
4.0,3.0,G0303R
4.0,3.0,G0304F
4.0,3.0,G0304R
4.0,3.0,G0305F
4.0,3.0,G0305R
4.0,4.0,G0401F
4.0,4.0,G0401R
4.0,4.0,G0402F
4.0,4.0,G0402R
4.0,4.0,G0403F
4.0,4.0,G0403R
4.0,4.0,G0404F
4.0,4.0,G0404R
4.0,4.0,G0405F
4.0,4.0,G0405R
4.0,5.0,G0501F
4.0,5.0,G0501R
4.0,5.0,G0502F
4.0,5.0,G0502R
4.0,5.0,G0503F
4.0,5.0,G0503R
4.0,5.0,G0504F
4.0,5.0,G0504R
4.0,5.0,G0505F
4.0,5.0,G0505R
4.0,6.0,G0601F
4.0,6.0,G0601R
4.0,6.0,G0602F
4.0,6.0,G0602R
4.0,6.0,G0603F
4.0,6.0,G0603R
4.0,6.0,G0604F
4.0,6.0,G0604R
4.0,6.0,G0605F
4.0,6.0,G0605R
4.0,7.0,G0701F
4.0,7.0,G0701R
4.0,7.0,G0702F
4.0,7.0,G0702R
4.0,7.0,G0703F
4.0,7.0,G0703R
4.0,7.0,G0704F
4.0,7.0,G0704R
4.0,7.0,G0705F
4.0,7.0,G0705R
4.0,8.0,G0801F
4.0,8.0,G0801R
4.0,8.0,G0802F
4.0,8.0,G0802R
4.0,8.0,G0803F
4.0,8.0,G0803R
4.0,8.0,G0804F
4.0,8.0,G0804R
4.0,8.0,G0805F
4.0,8.0,G0805R
4.0,9.0,G0901F
4.0,9.0,G0901R
4.0,9.0,G0902F
4.0,9.0,G0902R
4.0,9.0,G0903F
4.0,9.0,G0903R
4.0,9.0,G0904F
4.0,9.0,G0904R
4.0,9.0,G0905F
4.0,9.0,G0905R
4.0,10.0,G1001F
4.0,10.0,G1001R
4.0,10.0,G1002F
4.0,10.0,G1002R
4.0,10.0,G1003F
4.0,10.0,G1003R
4.0,10.0,G1004F
4.0,10.0,G1004R
4.0,10.0,G1005F
4.0,10.0,G1005R
4.0,11.0,G1101F
4.0,11.0,G1101R
4.0,11.0,G1102F
4.0,11.0,G1102R
4.0,11.0,G1103F
4.0,11.0,G1103R
4.0,11.0,G1104F
4.0,11.0,G1104R
4.0,11.0,G1105F
4.0,11.0,G1105R
4.0,12.0,G1201F
4.0,12.0,G1201R
4.0,12.0,G1202F
4.0,12.0,G1202R
4.0,12.0,G1203F
4.0,12.0,G1203R
4.0,12.0,G1204F
4.0,12.0,G1204R
4.0,12.0,G1205F
4.0,12.0,G1205R
4.0,13.0,G1301F
4.0,13.0,G1301R
4.0,13.0,G1302F
4.0,13.0,G1302R
4.0,13.0,G1303F
4.0,13.0,G1303R
4.0,13.0,G1304F
4.0,13.0,G1304R
4.0,13.0,G1305F
4.0,13.0,G1305R
4.0,14.0,G1401F
4.0,14.0,G1401R
4.0,14.0,G1402F
4.0,14.0,G1402R
4.0,14.0,G1403F
4.0,14.0,G1403R
4.0,14.0,G1404F
4.0,14.0,G1404R
4.0,14.0,G1405F
4.0,14.0,G1405R
4.0,15.0,G1501F
4.0,15.0,G1501R
4.0,15.0,G1502F
4.0,15.0,G1502R
4.0,15.0,G1503F
4.0,15.0,G1503R
4.0,15.0,G1504F
4.0,15.0,G1504R
4.0,15.0,G1505F
4.0,15.0,G1505R
4.0,16.0,G1601F
4.0,16.0,G1601R
4.0,16.0,G1602F
4.0,16.0,G1602R
4.0,16.0,G1603F
4.0,16.0,G1603R
4.0,16.0,G1604F
4.0,16.0,G1604R
4.0,16.0,G1605F
4.0,16.0,G1605R
4.0,17.0,G1701F
4.0,17.0,G1701R
4.0,17.0,G1702F
4.0,17.0,G1702R
4.0,17.0,G1703F
4.0,17.0,G1703R
4.0,17.0,G1704F
4.0,17.0,G1704R
4.0,17.0,G1705F
4.0,17.0,G1705R
4.0,18.0,G1801F
4.0,18.0,G1801R
4.0,18.0,G1802F
4.0,18.0,G1802R
4.0,18.0,G1803F
4.0,18.0,G1803R
4.0,18.0,G1804F
4.0,18.0,G1804R
4.0,18.0,G1805F
4.0,18.0,G1805R
5.0,1.0,H0101F
5.0,1.0,H0101R
5.0,1.0,H0102F
5.0,1.0,H0102R
5.0,1.0,H0103F
5.0,1.0,H0103R
5.0,1.0,H0104F
5.0,1.0,H0104R
5.0,1.0,H0105F
5.0,1.0,H0105R
5.0,2.0,H0201F
5.0,2.0,H0201R
5.0,2.0,H0202F
5.0,2.0,H0202R
5.0,2.0,H0203F
5.0,2.0,H0203R
5.0,2.0,H0204F
5.0,2.0,H0204R
5.0,2.0,H0205F
5.0,2.0,H0205R
5.0,3.0,H0301F
5.0,3.0,H0301R
5.0,3.0,H0302F
5.0,3.0,H0302R
5.0,3.0,H0303F
5.0,3.0,H0303R
5.0,3.0,H0304F
5.0,3.0,H0304R
5.0,3.0,H0305F
5.0,3.0,H0305R
5.0,4.0,H0401F
5.0,4.0,H0401R
5.0,4.0,H0402F
5.0,4.0,H0402R
5.0,4.0,H0403F
5.0,4.0,H0403R
5.0,4.0,H0404F
5.0,4.0,H0404R
5.0,4.0,H0405F
5.0,4.0,H0405R
5.0,5.0,H0501F
5.0,5.0,H0501R
5.0,5.0,H0502F
5.0,5.0,H0502R
5.0,5.0,H0503F
5.0,5.0,H0503R
5.0,5.0,H0504F
5.0,5.0,H0504R
5.0,5.0,H0505F
5.0,5.0,H0505R
5.0,6.0,H0601F
5.0,6.0,H0601R
5.0,6.0,H0602F
5.0,6.0,H0602R
5.0,6.0,H0603F
5.0,6.0,H0603R
5.0,6.0,H0604F
5.0,6.0,H0604R
5.0,6.0,H0605F
5.0,6.0,H0605R
5.0,7.0,H0701F
5.0,7.0,H0701R
5.0,7.0,H0702F
5.0,7.0,H0702R
5.0,7.0,H0703F
5.0,7.0,H0703R
5.0,7.0,H0704F
5.0,7.0,H0704R
5.0,7.0,H0705F
5.0,7.0,H0705R
5.0,8.0,H0801F
5.0,8.0,H0801R
5.0,8.0,H0802F
5.0,8.0,H0802R
5.0,8.0,H0803F
5.0,8.0,H0803R
5.0,8.0,H0804F
5.0,8.0,H0804R
5.0,8.0,H0805F
5.0,8.0,H0805R
5.0,9.0,H0901F
5.0,9.0,H0901R
5.0,9.0,H0902F
5.0,9.0,H0902R
5.0,9.0,H0903F
5.0,9.0,H0903R
5.0,9.0,H0904F
5.0,9.0,H0904R
5.0,9.0,H0905F
5.0,9.0,H0905R
5.0,10.0,H1001F
5.0,10.0,H1001R
5.0,10.0,H1002F
5.0,10.0,H1002R
5.0,10.0,H1003F
5.0,10.0,H1003R
5.0,10.0,H1004F
5.0,10.0,H1004R
5.0,10.0,H1005F
5.0,10.0,H1005R
5.0,11.0,H1101F
5.0,11.0,H1101R
5.0,11.0,H1102F
5.0,11.0,H1102R
5.0,11.0,H1103F
5.0,11.0,H1103R
5.0,11.0,H1104F
5.0,11.0,H1104R
5.0,11.0,H1105F
5.0,11.0,H1105R
5.0,12.0,H1201F
5.0,12.0,H1201R
5.0,12.0,H1202F
5.0,12.0,H1202R
5.0,12.0,H1203F
5.0,12.0,H1203R
5.0,12.0,H1204F
5.0,12.0,H1204R
5.0,12.0,H1205F
5.0,12.0,H1205R
5.0,13.0,H1301F
5.0,13.0,H1301R
5.0,13.0,H1302F
5.0,13.0,H1302R
5.0,13.0,H1303F
5.0,13.0,H1303R
5.0,13.0,H1304F
5.0,13.0,H1304R
5.0,13.0,H1305F
5.0,13.0,H1305R
5.0,14.0,H1401F
5.0,14.0,H1401R
5.0,14.0,H1402F
5.0,14.0,H1402R
5.0,14.0,H1403F
5.0,14.0,H1403R
5.0,14.0,H1404F
5.0,14.0,H1404R
5.0,14.0,H1405F
5.0,14.0,H1405R
5.0,15.0,H1501F
5.0,15.0,H1501R
5.0,15.0,H1502F
5.0,15.0,H1502R
5.0,15.0,H1503F
5.0,15.0,H1503R
5.0,15.0,H1504F
5.0,15.0,H1504R
5.0,15.0,H1505F
5.0,15.0,H1505R
5.0,16.0,H1601F
5.0,16.0,H1601R
5.0,16.0,H1602F
5.0,16.0,H1602R
5.0,16.0,H1603F
5.0,16.0,H1603R
5.0,16.0,H1604F
5.0,16.0,H1604R
5.0,16.0,H1605F
5.0,16.0,H1605R
5.0,17.0,H1701F
5.0,17.0,H1701R
5.0,17.0,H1702F
5.0,17.0,H1702R
5.0,17.0,H1703F
5.0,17.0,H1703R
5.0,17.0,H1704F
5.0,17.0,H1704R
5.0,17.0,H1705F
5.0,17.0,H1705R
5.0,18.0,H1801F
5.0,18.0,H1801R
5.0,18.0,H1802F
5.0,18.0,H1802R
5.0,18.0,H1803F
5.0,18.0,H1803R
5.0,18.0,H1804F
5.0,18.0,H1804R
5.0,18.0,H1805F
5.0,18.0,H1805R
5,1,I0101F
5,1,I0101R
5,1,I0102F
5,1,I0102R
5,1,I0103F
5,1,I0103R
5,1,I0104F
5,1,I0104R
5,1,I0105F
5,1,I0105R
5,2,I0201F
5,2,I0201R
5,2,I0202F
5,2,I0202R
5,2,I0203F
5,2,I0203R
5,2,I0204F
5,2,I0204R
5,2,I0205F
5,2,I0205R
5,3,I0301F
5,3,I0301R
5,3,I0302F
5,3,I0302R
5,3,I0303F
5,3,I0303R
5,3,I0304F
5,3,I0304R
5,3,I0305F
5,3,I0305R
5,4,I0401F
5,4,I0401R
5,4,I0402F
5,4,I0402R
5,4,I0403F
5,4,I0403R
5,4,I0404F
5,4,I0404R
5,4,I0405F
5,4,I0405R
5,5,I0501F
5,5,I0501R
5,5,I0502F
5,5,I0502R
5,5,I0503F
5,5,I0503R
5,5,I0504F
5,5,I0504R
5,5,I0505F
5,5,I0505R
5,6,I0601F
5,6,I0601R
5,6,I0602F
5,6,I0602R
5,6,I0603F
5,6,I0603R
5,6,I0604F
5,6,I0604R
5,6,I0605F
5,6,I0605R
5,7,I0701F
5,7,I0701R
5,7,I0702F
5,7,I0702R
5,7,I0703F
5,7,I0703R
5,7,I0704F
5,7,I0704R
5,7,I0705F
5,7,I0705R
5,8,I0801F
5,8,I0801R
5,8,I0802F
5,8,I0802R
5,8,I0803F
5,8,I0803R
5,8,I0804F
5,8,I0804R
5,8,I0805F
5,8,I0805R
5,9,I0901F
5,9,I0901R
5,9,I0902F
5,9,I0902R
5,9,I0903F
5,9,I0903R
5,9,I0904F
5,9,I0904R
5,9,I0905F
5,9,I0905R
5,10,I1001F
5,10,I1001R
5,10,I1002F
5,10,I1002R
5,10,I1003F
5,10,I1003R
5,10,I1004F
5,10,I1004R
5,10,I1005F
5,10,I1005R
5,11,I1101F
5,11,I1101R
5,11,I1102F
5,11,I1102R
5,11,I1103F
5,11,I1103R
5,11,I1104F
5,11,I1104R
5,11,I1105F
5,11,I1105R
5,12,I1201F
5,12,I1201R
5,12,I1202F
5,12,I1202R
5,12,I1203F
5,12,I1203R
5,12,I1204F
5,12,I1204R
5,12,I1205F
5,12,I1205R
5,13,I1301F
5,13,I1301R
5,13,I1302F
5,13,I1302R
5,13,I1303F
5,13,I1303R
5,13,I1304F
5,13,I1304R
5,13,I1305F
5,13,I1305R
5,14,I1401F
5,14,I1401R
5,14,I1402F
5,14,I1402R
5,14,I1403F
5,14,I1403R
5,14,I1404F
5,14,I1404R
5,14,I1405F
5,14,I1405R
5,15,I1501F
5,15,I1501R
5,15,I1502F
5,15,I1502R
5,15,I1503F
5,15,I1503R
5,15,I1504F
5,15,I1504R
5,15,I1505F
5,15,I1505R
5,16,I1601F
5,16,I1601R
5,16,I1602F
5,16,I1602R
5,16,I1603F
5,16,I1603R
5,16,I1604F
5,16,I1604R
5,16,I1605F
5,16,I1605R
5,17,I1701F
5,17,I1701R
5,17,I1702F
5,17,I1702R
5,17,I1703F
5,17,I1703R
5,17,I1704F
5,17,I1704R
5,17,I1705F
5,17,I1705R
5,18,I1801F
5,18,I1801R
5,18,I1802F
5,18,I1802R
5,18,I1803F
5,18,I1803R
5,18,I1804F
5,18,I1804R
5,18,I1805F
5,18,I1805R
5,19,I1901F
5,19,I1901R
5,19,I1902F
5,19,I1902R
5,19,I1903F
5,19,I1903R
5,19,I1904F
5,19,I1904R
5,19,I1905F
5,19,I1905R
5,20,I2001F
5,20,I2001R
5,20,I2002F
5,20,I2002R
5,20,I2003F
5,20,I2003R
5,20,I2004F
5,20,I2004R
5,20,I2005F
5,20,I2005R
5,21,I2101F
5,21,I2102F
5,21,I2103F
5,21,I2104F
5,21,I2105F
5,22,I2201F
5,22,I2202F
5,22,I2203F
5,22,I2204F
5,22,I2205F
5,23,I2301F
5,23,I2302F
5,23,I2303F
5,23,I2304F
5,23,I2305F
5,24,I2401F
5,24,I2402F
5,24,I2403F
5,24,I2404F
5,24,I2405F
5,25,I2501F
5,25,I2502F
5,25,I2503F
5,25,I2504F
5,25,I2505F
